ID,POS,NEG,Lemme,Definicija,Vrsta
ENG30-06170498-n,0.015451846459090923,0.0024052390839459648,"retorika,govorništvo","izučavanje tehnika i pravila ya efikasno korišćenje jezika, posebno ya javne nastupe",n
ENG30-06467007-n,0.01634794994977451,0.0023705117383334695,rezime,kratki iskaz koji izlaže glavne teza na koncizan način,n
ENG30-06468951-n,0.0020582461331351,0.002069272992418547,sinopsis,skica rezimea koja sadrži glavne tačke neke teroije ili ideje,n
ENG30-06431740-n,0.0018376874615171346,0.002092944352767745,"Biblija,Sveto pismo",duhovni tekst svih hrišćanskih religija,n
ENG30-07092356-n,0.0033512650822107304,0.0021307407711450566,forma,uređivanje elemenata u sastavu ili kazivanju,n
ENG30-07094093-n,0.0016749710099199788,0.0019557088868120687,"metar,razmer,ritmička mera",akcenat u metričkoj stopi stiha,n
ENG30-07093895-n,0.00173434903677272,0.002170491123755447,"poetski ritam,ritmička šema,prozodija",sistem versifikacije,n
ENG30-07094843-n,0.002001142118639443,0.0019026603443093038,metrička stopa,grupa od 2 do tri sloga koji čine osnovnu jedinicu poetskog ritma,n
ENG30-07095280-n,0.0016497096043552872,0.0018763264637913224,jamb,dvosložna metrička stopa sa naglaskom na drugom slogu,n
ENG30-06169932-n,0.0019523893826489669,0.002507085108089946,poetika,izučavanje poetskih dela,n
ENG30-06170025-n,0.0018974643884526188,0.002060885423265546,"prosodija,metrika",izučavanje poetskog metra i umetnosti verzifikacije,n
ENG30-07095148-n,0.001726952998879483,0.0019194760015039947,daktil,trosložna metrička stopa u kojoj je samo prvi slog naglašen,n
ENG30-07095895-n,0.0017909499308297328,0.0019846501251885584,pirihij,metrička stopa sa dva neeaglašena sloga,n
ENG30-07095775-n,0.0017246974601503595,0.0019495410814043268,spondeja,metrička stopa sa dva uyastopna naglašena sloga,n
ENG30-07095653-n,0.0017718250843641314,0.0020054156872388873,troheja,trosložna metrička jedinica kod koje iy dva naglašena sloga sledi nenaglašeni,n
ENG30-06295235-n,0.0021100968586731383,0.002155232475929303,"oblik množine,oblik plurala,oblik u množini,oblik u pluralu",oblik reči koji označava više od jednog objekta,n
ENG30-06364149-n,0.0049972576664103485,0.0037782234714640595,revizija,nešto sto je napisano ponovo,n
ENG30-06366269-n,0.24219707220580755,0.0022269394972580514,"lepa književnost,beletristika",kreativno pisanje cenjeno zbog estetske sadržine,n
ENG30-06369405-n,0.003871534294294321,0.006890926784681284,gotski roman,"romansa koja se bavi sumornim, mističnim i grotesknim zbivanjima",n
ENG30-06373747-n,0.00545184907246643,0.002147754996309814,"climaks,kulminacija",odlučujući momenat u romanu ili drami,n
ENG30-06373991-n,0.004311996722583089,0.404919850850467,anticlimaks,prelazak sa ozbiljne teme na neku razočaravajuću,n
ENG30-06370403-n,0.002216804300620545,0.0021080854285502326,triler,"napeta avanturistička priča, pozorišni komad ili film",n
ENG30-06371267-n,0.10586018005771969,0.0026645723955187606,ljubavna priča,priča koja govori o ljubavi,n
ENG30-06376154-n,0.0017031506242526362,0.002024091834045727,drama,književni rod dela namenski pisanih za pozorište za pozorište,n
ENG30-07068133-n,0.003636534499500854,0.0039770856374250485,crni humor,suprotstavljanje morbidnih elemenata i farse u pisanom tekstu ili drami da bi se postigli uznemirujući efekti,n
ENG30-06378298-n,0.0017878219825355757,0.0020905688745109785,balada,pesma sa pričom ikoja potiče iz naroda,n
ENG30-06379568-n,0.001893842302042259,0.006979101978021873,"elegija,lament",tužna pesma; tužbaliza za mrtve,n
ENG30-06380256-n,0.0018583066898791856,0.002123025818487889,"Božanstvena komedija,Divina Commedia",epska poema koju je napisao Dante,n
ENG30-06382345-n,0.001713910925046136,0.001910412537709405,Nibelung,epska pesma pisana na srednjem visokonemačkom koja se zasniva na legendama o Zigfridu i tevtonskim kraljevima,n
ENG30-06381372-n,0.0019034990594262169,0.0019713440463418053,sonet,forma stiha sačinjena od 14 stihova sa ustaljenom šemom rimovanja,n
ENG30-01701858-v,0.0019263348903715283,0.0024010858860075146,rimovati,sastavljati rime,v
ENG30-10528493-n,0.0403133686428756,0.05076918562705224,stihoklepac,"pisac koji sastavlja stihove nikakve vrednosti, obično se koristi prezrivo da označi loše pesnike",n
ENG30-06381869-n,0.0019192061886688094,0.002309616611947618,stih,delovi pesničkog dela,n
ENG30-06382590-n,0.0017022932466153051,0.0021163816150311376,rapsodija,epska pesma prilagođena za recitovanje,n
ENG30-06262176-n,0.0024840026882939625,0.00206015405929616,hipertekst,mašinski čitljiv tekst koji nije sekvencijalan već je tako organizovan da povezuje srodne teme,n
ENG30-01701634-v,0.0025119781063782654,0.003413572864412018,skicirati,nacrtati ili napisati skicu ili nacrt,v
ENG30-06257909-n,0.0017011308657721713,0.002081736324985428,sportska strana,neka strana u sportskom odeljku novina,n
ENG30-00093489-b,0.11573677016834605,0.002556982174914957,denominacijsko,s poštovanjem prema denominaciji,b
ENG30-01691975-a,0.003959883298949585,0.002194349017218933,"reformni,reformistički","koji je u vezi sa protestantskim hrišćanstvom koji je proistekao iz Reformacije; koristi se za neke protestantskih crkava naročito za kalvinističku, da bi se razlikovala od luteranske",a
ENG30-02578894-a,0.016973666752916117,0.0023803039446885776,"manastirski,samostanski",za život u zajednici odvojenoj od sveta koja se ponaša po verskim načelima,a
ENG30-02598768-a,0.007730989769000551,0.002105428889293215,"igumanski,opatijski",koji pripada ili je u vezi sa opatijom,a
ENG30-07241205-n,0.007578287488786195,0.0027386883562483533,beseda,formalno obraćanje publici obično dugim i bombastičnim govorom,n
ENG30-07241551-n,0.004214725168179001,0.003108939798305954,govor,neka beseda,n
ENG30-06399126-n,0.001862237738192718,0.002073297785342376,peroracija,u retorici završni deo govora (besede),n
ENG30-06400510-n,0.001737527436284303,0.002007000035313844,"ekscerpt,ekstrakt,izvod,izvadak",pasaž odabran iz dužeg dela,n
ENG30-06401526-n,0.0022373861644471305,0.0024111784074509757,retrospekcija,"prelaz (u književnom, pozorišnom ili filmskom delu) na raniji događaj ili scenu koji prekida normalno hronološko razvijanje priče",n
ENG30-06402202-n,0.001994982766930775,0.0024637434957668347,"dnevnik na vebu,blog",deljeni on-line dnevnik na koji ljudi mnogu dnevno da kače svoje beleške o ličnim iskustvima i hobijima,n
ENG30-06406177-n,0.00222404513561969,0.002558278181197693,natpis,zapis napisan iznad nečeg drugog,n
ENG30-06407094-n,0.0030370097338137114,0.002929155129092642,autograf,nešto napisano svojeručno,n
ENG30-06407221-n,0.0019355779677630025,0.002356401661038454,rukopisna knjiga,knjiga ili dokument ispisan rukom,n
ENG30-06407733-n,0.010844488940051633,0.002073918781093198,"svitak,smotuljak",dokument koji može da se uvije (kao za čvanje),n
ENG30-06409085-n,0.008382772087152546,0.002372239708002155,"disertacija,teza",rasprava koja donosi nove tačke gledišta kao rezultat istraživanja; obično je zahtev za više akademske titule,n
ENG30-00796586-n,0.0020330730853928003,0.0028073374210251245,zadatak,neki projekat koji instruktor dodeljuje,n
ENG30-00796197-n,0.002539404519595223,0.0023667298636809164,"pismeni rad,pismeni zadatak",zadatak koji se sastoji u tome da se nešto napiše,n
ENG30-06428646-n,0.0021180503522311156,0.00626431335558042,izbrisano mesto,korekcija napravljena brisanjem,n
ENG30-00961736-v,0.011379190403327577,0.003355302530631654,"preformulisati,preinačiti,parafrazirati",izraziti istu poruku drugačijim rečima,v
ENG30-02354112-v,0.0025715624295470363,0.0024217163525817043,indeksirati,snabdeti indeksom,v
ENG30-02472223-v,0.002876931933940341,0.003417248038829257,"listati,upisati",uključiti u listu ili spisak,v
ENG30-02472817-v,0.0030473181580754627,0.0024889269446584095,indeksirati,izlistati u indeksu,v
ENG30-04405907-n,0.0018395897495411262,0.0019522276270054206,"televizor,TV aparat,televizijski aparat,mali ekran",Prijemnik koji prikazuje televizijske slike.,n
ENG30-06613056-n,0.0030429864878991353,0.001999532675299953,"navod,citat",pasaž ili izraz koje se navodi ili citira,n
ENG30-06613576-n,0.001653892188915762,0.44899992385471776,"pogrešan navod,netačan navod,pogrešan citat,netačan citat",pogrešan navod,n
ENG30-01716882-v,0.08182093648262523,0.0023165657932331385,"igrati,prikazivati,prikazati",ono što se izvodi,v
ENG30-01701311-v,0.0019523622545243313,0.002337199643516641,"dramatizovati,adaptirati za pozorište",pretvoriti u dramski oblik,v
ENG30-00930868-n,0.0029445051258747412,0.0024503081148807837,dramatizacija,pretvaranje u dramski oblik,n
ENG30-00899292-n,0.057869134233063946,0.004294154927796612,"dramatizacija,dramatizovanje",dramatično predstavljanje,n
ENG30-00988287-v,0.023069900657931797,0.0022032383940615574,"dramatizovati,dramatise",pretstaviti nešto na dramski način,v
ENG30-07009421-n,0.001806134162127826,0.002360651073634479,prolog,uvod u pozorišni komad,n
ENG30-07009640-n,0.001983071080422505,0.0020916558420420728,čin,"glavni deo drame, baleta ili opere",n
ENG30-03849814-n,0.0017747093889921572,0.0021149923060148623,"opera,operska kuća",pozorište u kome se izvode opere,n
ENG30-07025900-n,0.005806482566682369,0.002583406103936703,"klasična muzika,ozbiljna muzika",tradicionalan muzički žanr koji sledi ustaljene forme i namenjen je publici sa izgrađenim ukusom,n
ENG30-07026352-n,0.0026257245165659526,0.0020245967728449443,opera,drama koju prati muzika; pevači pevaju i glume uz pratnju orkestra; počinje uvertirom a radnju nekad prekidaju muzička intermeca,n
ENG30-07016542-n,0.0031168407943891197,0.03352784581453072,laka komedija,"komedija koju karakteriše ""slapstick"" i lakrdijaštvo",n
ENG30-02973241-a,0.03384947584459841,0.0025031845409637654,tragičan,koji se odnosi ili govori o karakteristikama tragedije,a
ENG30-01702514-v,0.0025254737219366774,0.0025967906794104323,"versifikovati,verzifikovati","pisati, sastavljati stihove",v
ENG30-06467868-n,0.0022093222468306806,0.0021649465887954022,pobrojavanje,rezime u kome se nabrajaju glavni delovi teme,n
ENG30-06469377-n,0.002760715649666068,0.002650357649864432,recapitulacija,sažetak na kraju duže diskusije koji ponavlja njenu suštinu,n
ENG30-00246588-v,0.00269177086502026,0.0021953833833308067,"udvajati,udvojiti",uređivati ili kombinovati po parovima,v
ENG30-07100815-n,0.0018919062349667115,0.0022453021738400025,anafora,korišćenje zamenice ili druge zamenske reči umesto ponavljanja reči,n
ENG30-07100678-n,0.0018358406702931873,0.001981425015157079,epanafora,ponavljanje reči ili fraze kao početak sukcesivnih klauza,n
ENG30-07102802-n,0.0019111182029893925,0.002263307147805982,"uzvikivanje,uzvik,usklik",uzvično retorično sredstvo,n
ENG30-06759063-n,0.11395201879717654,0.0958055188057596,uzdržana izjava,isjava koja je uzdražana i ima ironičan kontrast prema onom što je moglo biti rečeno,n
ENG30-00367552-n,0.08563542170228278,0.010623050758259645,preterivanje,čin kojim se nešto upadljivijim nego što jeste,n
ENG30-00839834-v,0.018458632248190554,0.10321822525813928,"preuveličavati,preuveličati",u izjavi otići daleko od istine,v
ENG30-00883226-v,0.029226666923890754,0.003564617272744819,"hvaliti se,duvati se",praviti se važan,v
ENG30-00841125-v,0.05318153320025054,0.1816519242353305,"umanjiti,umanjivati,omalovžiti,omalovažavati",predstaviti kao manje važno ili značajno,v
ENG30-07106800-n,0.0025225806045297006,0.0028241354036095956,metafora,govorna figura u kojoj se neki izraz koristi da predstavi nešto što taj izraz doslovno ne predstavlja sa ciljem da se ukaže na sličnosti,n
ENG30-07108123-n,0.010457333174966443,0.002195414153359998,"personifikacija,prosopopeja",predstavljanje apstraktne osobine ili ideje kao osobe ili bića,n
ENG30-00954271-v,0.004235031851342441,0.0023160901151211277,pripovedati,"obezbeđivati komentar, na primer za film",v
ENG30-07220773-n,0.002719610769322145,0.0022919474430587172,"naracija,pripovedanje",čin kojim se opisuju pojedinačni događaji ili toka događaja,n
ENG30-09590205-n,0.003105585611995032,0.07326718155258494,Plavobradi,"monstruozni nevaljalac iz bajke koji se ženi sa sedam žena, a ubija šest od njih zbog neposlušnosti.",n
ENG30-02321757-v,0.004835465821126483,0.09013574746499398,"krasti,ukrasti",uzeti bez vlasnikovog dopuštenja,v
ENG30-02278061-v,0.0038616431264859585,0.002873874953268185,plagirati,koristiti bez korektnog citiranja nečije pisano ili izgovoreno delo; odnosi se na intelektualnu svojinu,v
ENG30-07986198-n,0.0021620352698725753,0.0020668466521662765,"trio,trojka,triplet",skup od tri slične stvari koje čine celinu,n
ENG30-09755086-n,0.0028666436884998703,0.002194124481499138,sastavljač sažetaka,onaj koji pravi apstrakte ili sažima informacije,n
ENG30-10108464-n,0.002450348475211861,0.0036617234733045123,zakonopisac,neko ko piše novi zakon ili plan,n
ENG30-10128748-n,0.005462339815324846,0.003192788657373491,pisac iz senke,pisac koji drugome prepušta svako pravo na nešto što je napisao,n
ENG30-10154740-n,0.018847806264002287,0.35079777042968985,"književni argatin,piskaralo",osrednji i prezren pisac,n
ENG30-04442831-n,0.0016818375237628302,0.001902046883885511,"duvan,tutun",Lišće duvanske biljke osušeno i pripremljeno za pušenje ili žvakanje.,n
ENG30-06613686-n,0.0032421657833818784,0.0022212723288301817,"film,pokretne slike",Oblik zabave koji predstavlja neku priču nizom slika koje stvaraju iluziju kontinuiranog kretanja.,n
ENG30-12770529-n,0.0016477711862066258,0.0018523045247533787,"abonos,ebonos,eban,Diospyros ebenum",Tropsko drvo iz južne Azije čije je drvo tvrdo i jako tamno.,n
ENG30-09942970-n,0.0027842914306352995,0.0022882615768144987,"aktivno vojno lice,profesionalni oficir",oficir koji je u aktivnoj službi,n
ENG30-09943239-n,0.0018109821473064613,0.002002238551229496,profesionalni oficir u aktivnoj službi,"profesionalni oficir u kopnenoj vojsci, avijaciji ili mornarici",n
ENG30-10125786-n,0.002389764941711725,0.00198941544391662,general,"oficir u kopnenoj vojsci, avijaciji ili mornarici koji ima čin iznad pukovničkog",n
ENG30-10123844-n,0.05264341570658804,0.0025632504395973754,"armijski general,general armije",general najvišeg ranga,n
ENG30-10809675-n,0.0017944211131695198,0.0019739354020718025,"Agrikola,Gnej Julije Agrikola",Rimski general koji je bio guverner Britanije i koji je proširio Rimsko carstvo do reke Fort,n
ENG30-10316862-n,0.002056075243419997,0.002259222773975722,vojskovođa,predvodnik orkužanih snaga,n
ENG30-09623038-n,0.028417621111437974,0.00365201041655272,"vođa,predvodnik","Osoba koja upravlja drugima, vodi ili ili isnpiriše.",n
ENG30-01776313-n,0.0016345186043347226,0.0018781823921765195,"krpelj,krlja",Neki mali parazitski insekt koji se hrani krvlju toplokrvnih životinja.,n
ENG30-02672831-n,0.0016569367476524377,0.001872005207163241,"harmonika,klavirska harmonika,akordeon",Prenos duvački instrument u obliku kutije; metalni jezičci vibriraju uz pomoć vazduha iz mešine koju kontroliše svirač.,n
ENG30-02863464-a,0.021340708270228603,0.00232506824985812,mističan,koji se odnosi ili podseća na misticizam,a
ENG30-09628382-n,0.22457022477080102,0.003044108638064813,"religiozni čovek,religiozna osoba",Osoba koja ispoljava pobožnost.,n
ENG30-09847727-n,0.024792787598917343,0.0024397345059608,vernik,osoba koja ima religioznu veru,n
ENG30-10343554-n,0.052940518755966615,0.00661353876119275,mistik,neko ko veruje u postojanje stvarnost izva ljudskog poimanja,n
ENG30-00900071-a,0.08941190380551767,0.2896579845617051,"misteriozan,tajanstven,okultan",koji odaje utisak nečega što nije očigledno; izvan običnog rayumevanja,a
ENG30-00898963-a,0.0698331836709194,0.005012208605688073,"ezoteričan,tajni",koje može razumeti samo posvećeni uski krug ljudi,a
ENG30-14171682-n,0.0011186402659806305,0.5883143496137055,zapalenje,bolest koju karakteriše neki zapaljenski proces,n
ENG30-14219661-n,0.0014289051820313148,0.14732775395408026,"kožna bolest,oboljenje kože",bolest koja napada kožu,n
ENG30-05300231-n,0.009579832301492175,0.002038771853799304,hemoreceptor,svaki čulni organ koji je hemijski stimulisan,n
ENG30-05299178-n,0.002013187628119084,0.0019821336081911056,"organ čula,čulni organ","Organ koji ima nervne završetke (u koži, oku, uvu, nosu ili ustima) koji odgovaraju na stimulaciju.",n
ENG30-05298421-n,0.002263402376364354,0.0020890587903963365,efektor,"organ, žlezda ili mišić, koji postaje aktivan kao odgovor na nervni impuls",n
ENG30-14923458-n,0.001630871888226082,0.0019025349579511186,"gvozdena ruda,ruda gvožđa",ruda iz koje se vadi gvožđe,n
ENG30-14252864-n,0.001663860335521683,0.19928414787309645,"očna bolest,bolest oka",svaka bolest koja pogađa oči,n
ENG30-14254570-n,0.0016104602737865292,0.0037605488224468075,"katarakta,siva mrena",zamagljenje očnog sočiva,n
ENG30-09708405-n,0.002228986111326492,0.0025694180399611355,"Francuz,Francuskinja",osoba iz Francuske,n
ENG30-09673495-n,0.0016906486440699808,0.0020292030263941996,Indijac,proklom iz Indije ili stanovnik Indije,n
ENG30-00973077-n,0.0016947993762128633,0.44396747739382914,"rat,vojna,vojevanje,ratovanje",Oružani sukob protiv neprijatelja.,n
ENG30-00996817-n,0.0023318480876524106,0.0033483307984907285,svetski rat,rat u koji su uključene sve veće svetske sile,n
ENG30-00962567-n,0.0019402014382157162,0.002483780897406085,građanski rat,rat između dve frakcije u istoj zemlji,n
ENG30-00967622-n,0.0025691273306014395,0.03839485670071863,hemijski rat,"rat u kome se koristi hemijsko oružje da bi se neprijatelj ubio, ranio ili onesposobio",n
ENG30-00967780-n,0.002097977400612905,0.008394328952622487,biološki rat,"korišćenje bakterija, virusa da bi se uništili ljudi, životinje ili hrana",n
ENG30-00964343-n,0.002087462797174311,0.00219299282074914,oružani sukob,bitka u kojoj učestvuju bar dve vojne sile,n
ENG30-02812201-n,0.001887913005237607,0.002033646361713437,bojni brod,veliki i teško naoružan vojni brod,n
ENG30-04552696-n,0.002801835344375725,0.0020621119003907395,"ratni brod,vojni brod",Brod koji je na raspolaganju državi za vođenje rata.,n
ENG30-03236093-n,0.0018097083525709934,0.0019494961457304782,drednot,bojni brod koji ima velike topove istog kalibra,n
ENG30-09312999-n,0.001640010943978254,0.0019605647235803048,unutrašnja planeta,planeta čija se orbita nalazi unutar zemljine orbite,n
ENG30-09351408-n,0.0016939525836967562,0.001985359692003641,Merkur,"najmanja planeta sunčevog sistema, najbliža suncu",n
ENG30-09368699-n,0.0015646038680587893,0.0018418101697479372,Neptun,osma planeta sunčevog sistema; ogromna planeta sa prstenom od ledenih čestica,n
ENG30-09395899-n,0.0017869833331438656,0.0019731286387774105,Pluton,"mala planeta, druga po veličini, najudaljenija od Sunca; orbita joj je najizduženija elipsa",n
ENG30-09208702-n,0.0016085552460340935,0.0018871175533918816,"asteroid,planetoid","malo nebesko telo koje se satoji od stena i metala koji se kreću oko Sunca, uglavnom između Marsa i Jupitera",n
ENG30-05567381-n,0.0017801403935600035,0.0020010054047752135,kažiprst,prvi prst do palca na ruci,n
ENG30-05566504-n,0.0019492207740077205,0.0019110589001902767,"prst,prst na ruci",Bilo koji od završnih članova šake (ponekad se izuzima palac).,n
ENG30-05567604-n,0.001621305138900908,0.0019612602303773485,srednji prst,prst na ruci između kažiprsta i prsta na kome se noci prsten,n
ENG30-05567217-n,0.001691974737449975,0.0020445362112964105,palac,najdeblji i najkraći prst na ruci,n
ENG30-05567489-n,0.0018146735813688863,0.0019780946161818136,"domali,domali prst",prst na ruci na kome se obično nosi prsten,n
ENG30-05567727-n,0.001763498093425575,0.0019721888559454115,mali prst,prst na ruci na suprotnoj strani od palca,n
ENG30-05577410-n,0.0018593110445435101,0.002134863317340141,nožni prst,prst na stopalu,n
ENG30-01941538-n,0.0016547523044643242,0.0019671253465709526,usna,mesnato tkivo koje okružuje usta,n
ENG30-03154316-n,0.0017682503558624774,0.0019443373776901751,kuter,jedrilica sa jednim jarbolom koji je postavljan više unazad nego kod obične jedrilice,n
ENG30-01814370-n,0.0017534064512627623,0.001991616414107611,"domaći golub,pitomi golub",pripitomljeni golub koji se uzgaja zbog sporta ili hrane,n
ENG30-01814921-n,0.0019315716188312848,0.0020265963237644513,dresirani golub,golub dresiran da se vrati kući,n
ENG30-01815036-n,0.0017214793386397531,0.0019381273212371042,golub pismonoša,dresirani golub koji prenosi poruke,n
ENG30-09342563-n,0.0017416362205588953,0.0019000802675330775,zvezda vodilja,zvezda koja se koristi kao referentna tačka u navigaciji u astronomiji,n
ENG30-12870891-n,0.001645937604837222,0.0018147528600023222,"majčina dušica,babina dušica,Thymus serpyllum",Aromatičan patuljasti žbun; raste na obalama i padinama.,n
ENG30-12687044-n,0.001951466603872909,0.0024288253027178186,"babina žila,Geranium molle",vrsta trave,n
ENG30-12723610-n,0.001951466603872909,0.0024288253027178186,"babin zub,Tribulus terestris",vrsta trave,n
ENG30-12720532-n,0.0017855608011219104,0.0021094077373478015,"Zygophyllaceae,familija Zygophyllaceae",rodovi Zygophyllum; Tribulus; Guaiacum: Larrea,n
ENG30-12723446-n,0.0016020434811476747,0.00190611657646933,"Tribulus,rod Tribulus",godišnje ili višegodišnje trave toplih predela,n
ENG30-14077830-n,0.0015916985226729352,0.02571682750712423,"malarija,barska groznica",infektivna bolest koju uzrokuje parazit koji se prenosi ujedom malaričnog komarca,n
ENG30-01540697-n,0.002075876293535117,0.0022488936761568823,"Coccothraustes,rod Coccothraustes",velike zebe,n
ENG30-01540233-n,0.0017455916546014194,0.001893515481772745,batokljunac,vrsta zebe iz Evrope ili Amerike sa velikim i snažnim kljunom,n
ENG30-12142450-n,0.0016174604800616166,0.0020420690682803055,"belija,pšenica belija,durum,Triticum durum,Triticum turgidum",vrsta krupne bele pšenice,n
ENG30-11612923-n,0.0016221287482736102,0.001885745190953969,"beli bor,belobor","Neki od više borova koji imaju 5 iglica u četini, belo drvo, i glatku najčešće svetlosivu koru.",n
ENG30-02011668-n,0.0017908612725170414,0.0022732416626842777,"Botaurus,rod Botaurus",bukavci,n
ENG30-02011460-n,0.0018207832834331583,0.0020714804193584513,"bukavac,vodeni bik",vrsta ptice močvarice,n
ENG30-13099833-n,0.0017432387966200835,0.001966309179691983,zimzelena biljka,biljka koja ima trajnu krošnju koja ostaje zelena tokom cele godine,n
ENG30-00913551-a,0.00508240046470565,0.001956002735785667,zimzelen,koji ima zelenilo tokom cele godine (o biljkama),a
ENG30-00914104-a,0.002121629752455334,0.0023738319056612056,listopadan,onaj koji odbacuje zelenilo na kraju sezone (o biljkama),a
ENG30-13099999-n,0.001689918513294586,0.0024011509370769346,listopadna biljka,biljka koja odbacuje zelenilo svake godine na kraju sezone,n
ENG30-14124232-n,0.0012536220651169216,0.2266582124333878,boginje,zarazna bolest koju karakteriše pojava plikova na koži,n
ENG30-14124423-n,0.001655431960530862,0.09468348560185014,"velike boginje,variola,arapske boginje,crne boginje",vrlo zarazna visrusna bolest koju karakteriše groznica i opšta slabost; na koži izbijaju plikovi koji ostavljaju trajne ožiljke,n
ENG30-14132975-n,0.001697287576668316,0.026467338817589336,"ovčje boginje,srednje boginje,vodene boginje,varicella",aktuno zarazno virusno obljenje; javlja se kod dece a plikovi na koži ne ostavljaju tragove,n
ENG30-11929291-n,0.0016930623340911666,0.0018479301023788253,"rutvica,baštenski pelin,božije drvo,božije drvce,Artemisia abrotanum",Lekovita evropska žbunasta biljka; ponekad se koristi za pravljenje piva.,n
ENG30-03764276-n,0.0018503015159909708,0.0021548216461484415,"vojno vozilo,bojna kola",vozilo koje koriste oružane snage,n
ENG30-14079493-n,0.004081500325186838,0.3999228604173499,profesionalna bolest,"bolest ili nesposobnost koja proističe od uslova rada, obično zbog duge izloženosti štetnim materijama",n
ENG30-11611233-n,0.0015844939086431253,0.0020607499215596903,"crni bor,Pinus nigra",vrsta vrlo visokog bora tamnije kore,n
SRP-1755796954,0.0016798765017167483,0.0018809676720277224,"čistac,beli bosiljak",Bixlka iz porodice sunatica čiji su listovi u upotrebi kao lek.,n
ENG30-01582111-n,0.001782493048649414,0.0024207395849042967,"Pica,rod Pica",svrake,n
ENG30-03502509-n,0.002139975843856945,0.0022172085623246574,pokrivač za glavu,Odeća za glavu.,n
ENG30-12838027-n,0.0016983605659586232,0.0019111491478067677,"Labiatae,porodica Labiatae,Lamiaceae,porodica Lamiaceae,posnatica usnatica,usnače","Usnatice: aromatične trave i žbunje koje ima cvetove koji nalikuju usnama i jaja sa četiri? ?; uključuje timjan, žalfija i ruzmarin.",n
ENG30-02012715-n,0.00198671292550312,0.002462372891971931,"Gruidae,porodica Gruidae,ždralovi",Ždral,n
ENG30-01480336-n,0.0016169999821764591,0.002023533461867011,"Chondrichthyes,razred Chondrichthyes",hrskavičave ribe,n
ENG30-06503884-n,0.0018995378133093155,0.00207340456211913,brodski dnevnik,pisani zapis o toku putovanja (broda ili aviona),n
ENG30-01936219-n,0.0016307526481194046,0.001962094868425801,"Polychaeta,klasa Polychaeta,mnogočekinjari",morski čekinjasti crvi,n
ENG30-01936391-n,0.0021111747911861656,0.0019488862446239708,"mnogočekinjasti crv,politeha,mnogočekinjar","uglavnom morske aneldie, imaju oba pola...",n
ENG30-02066950-n,0.0017247099748738393,0.0022712547651417836,"Physeteridae,porodica Physeteridae,glavate uljarke,ulješure",ulješure,n
ENG30-01402169-n,0.0016844808975955416,0.0020476818005343844,"Phaeophyceae,klasa Phaeophyceae","smeđe, uglavnom morske alge",n
ENG30-01402831-n,0.0017329445639981955,0.0018354794541730612,"Laminariales,order Laminariales",U nekim klasifikacijama se preklapaju sa porodicom Laminariaceae: smeđe morske alge hladnih i polarnih mora,n
ENG30-01403052-n,0.0015908738200787198,0.001849379164469589,"Laminariaceae,porodica Laminariaceae",velika porodica smeđih morskih algi uglavnom iz severnih mora,n
ENG30-01403284-n,0.0016169915498558396,0.0018630246223274582,"Laminaria,rod Laminaria",tipski rod porodice Laminariaceae: smeđe alge,n
ENG30-01402600-n,0.0016129211330646598,0.0018581346416706168,smeđa alga,alga čiji je hlorofil maskiran smeđim i žutim pigmentom,n
ENG30-01403457-n,0.0016104058747545835,0.0019148067956225034,haluga remenarka,"velika smeđa morska trava, često vrlo dugačka",n
ENG30-12107489-n,0.001631175202736479,0.0018483894294591963,"Alopecurus,rod Alopecurus",godišnje i višegodišnje trave koje uključuju i dekorativne i livadsek vrste kao i korov,n
ENG30-12107970-n,0.0016584914410877616,0.0018335800851154715,lisičji rep,Trave iz roda Alopecurus i Staria koje imaju guste svilenkaste ili četkaste vrhove.,n
ENG30-11832214-n,0.001659050439513976,0.0018441675650251454,"blitva,stočna repa,Beta vulgaris,pazija",Dvogodišnja evroazijka biljka; upotrebljava se za stočnu i ljudsku hranu.,n
ENG30-12130549-n,0.001633149014429236,0.0018377121552983766,"mačica,mačji rep,mačji repak,Phleum pratense","Trava sa dugačkim cilindričnim klasjem, gaji se na severu SAD i u Evropi zbog sena.",n
ENG30-01615825-n,0.0031563153315916637,0.0037260761309996226,"Pandionidae,porodica Pandionidae",?ospreys,n
ENG30-01615949-n,0.0016088685761230792,0.0019266954432266559,"Pandion,rod Pandion",tipski rod porodice Pandionidae,n
ENG30-01724055-n,0.0016015681649967917,0.0018856439019963034,"Ichthyosauria,red Ichthyosauria",izumrla vrst aguštera: ichthyosaurs,n
ENG30-01724231-n,0.0016658634089976587,0.002068224563553933,riboliki hušter,izumrla vrsta velikih guštera koji su živeli u vodama,n
ENG30-01827403-n,0.004296349614776318,0.0019821396767270016,"vodomar,ribar vodomar,ribolovac obični","Ptica sa velikom glavom, kratkim repom i dugim oštrim kljunom; obično ima krestu i u živim bojama je; hrani se uglavnom ribom.",n
ENG30-12327022-n,0.0016274254350658879,0.0018395881681438908,"krocanj,vodni rman","Vodena biljka iz roda Myriophyllum koja ima perasto lišće ispod vode i neuočljiv cvet,",n
ENG30-12688716-n,0.0019731693023583574,0.0019036404842278642,"čapljan,rodin kljun",Neka od mnogih biljaka iz roda Erodium.,n
ENG30-12963628-n,0.0016221950689043751,0.0018330464997973195,"medić,medljika,medna rosa",Neka od raznovrsnih gljiva iz roda Erysiphe Koja proizvodi praškastu skramu na površini domaćina.,n
