X,Predicted,Real
Markovljev proces kod koji jesam parametar diskretan vremenski vrednost ,1,0
akumulacija znanje ili veština koji jesam rezultat direktan učešće u događaj ili aktivnost . ,1,0
lampa koji proizvoditi jak svetlost koji se osvetljavati neki ograničen prostor ; koristiti se da biti se privući pažnja na neki scena . ,1,0
put koji jesam slobodan za svaki da se on kretati ,1,0
odnos uzajaman zavisnost ili delovanje ili uticaj ,1,0
"ustanoviti , zasnovati na zakon ili na zvanično prihvaćen pravilo ",1,0
koji jesam u sklad sa metoda ili princip nauka . ,1,0
"mlad osoba , omladinac , omladinka . ",1,0
Predložiti za prihvatanje ili odbijanje . ,1,0
čin vraćanje nešto ili neki u zadovoljavajući položaj ,1,0
imati potpuno razumevanje nešto ; biti na vrh u neki domena znanje . ,1,0
"u medicina , biti kakav osećaj ili promena u telesni funkcija koji pacijent doživljavati a povezivati se s određenom bolest . ",1,0
"mehanizam pomoću koji se nešto upravljati , posebno motor vozilo . ",1,0
imati sposobnost ili moć kreativnost . ,1,0
nedoličan ili nemoralan ponašanje ,1,0
"veština ili sport borba sa mač ( naročito upotreba floret , mač ili sablja za postizanje bod u sklad sa niz pravilo ) ",1,0
