X,Predicted,Real
staviti u pogon . ,1,0
proizvod veličina ceo broj ,1,0
Najveći instrument iz familje violina ; imati četiri žica ; pisati se u bas ključ i zvučati oktava nizak nego što se pisati . ,1,0
propovedati jevanđelje ,1,0
umotati u talas ili lokna ( o kosa ) . ,1,0
verbalan čin nuđenje . ,1,0
proizvoditi buk ,1,0
kratko pržiti na mast ili ulja ,1,0
snimati na fotografski film . ,1,0
rutinski sudski nalog ( nalog za plenidba ) za izvršenje presuda dodeliti administrativan činovnik od strana tužilac ,1,0
jastuk koji jesam obično od guma ili plastika i koji moći da se naduvati ,1,0
dull-colored moth whose larvae Hava tufts of hair on the bodž and feed on the leaves of many deciduous trees ,1,0
baciti svetlo ( npr . lampa ) na nešto ,1,0
"rasa koji se ponekad svrstavati sa kavkaski rasa , prirođen indijski podkontinent ",1,0
položaj student ,1,0
reći usput ,1,0
"ideja koji se podrazumevati , ili koji jesam izražen ili se podrazumevati . ",1,0
uže koji se provlačiti kroz rupica ili oko kvačica da biti se neki dva stvar držati zajedno ( npr . kod cipela ili odeća ) ,1,0
priroda ili svojstvo onaj ko jesam emocionalan . ,1,0
familija redati Dermoptera . ,1,0
Bodljivci star veto ,1,0
jedan u niz sličan telesni segment u koji jesam podeliti uzduž neki životinja . ,1,0
broj koji množiti drugi broj . ,1,0
vremenski period koji jesam pod nečiji kontrola i koji ga smatrati dovoljan za postizanje nešto . ,1,0
"ciljati ili usmeriti udarac , oružje ili neki predemet kao što jesam fotografski oprema . ",1,0
"Bodljokožac koji imati svaitljivo duguljast telo , tubasto stopala i ticalo oko usta . ",1,0
čin stalan ili privremen bivanje na neki mesto ,1,0
naziv koji označavati plemstvo . ,1,0
nacistički koncentracioni logor za Jevrejin u druga svetski rat u Poljska ,1,0
( šahovski figura koji moći da pomerati dijagonalno po pljima isti boja ,1,0
iznositi plaćen za roba i usluga za koji jesam moguć oslobađanje od porez ( nasuprot trošak kapitala ) . ,1,0
Matematička vrednost ka koji funkcija težiti kada nezavisan promenljiv težak beskonačnost . ,1,0
smatrati delom nešto ,1,0
praviti se od fermentisanog med i voda ,1,0
predstavljanje nešto u idealan svetlo ,1,0
učiti ponavljanje ,1,0
"amblemski crtež , posebno na grb . ",1,0
sedalo za jedan osoba sa potpora za leđa . ,1,0
crn odora koji dosegnuti do članak koji nositi sveštenik . ,1,0
kretanje naniže ,1,0
( za naglašavanje značenje ) izuzetno dobro ,1,0
izgovoren ili pisan zahtev da se učestvovati ili da se biti prisutan na nešto . ,1,0
diskriminacija ili zlostavljanje pripadnik drugi rasa ,1,0
najamni radnik koji raditi poljski rad ,1,0
"u računarstvo , proces u tok koji računar izvršavati instrukcija ",1,0
"Živa objekt , ili onaj koji jesam nekada živeti . ",1,0
"osobina onaj što jesam konveksan , ispupčen ",1,0
Novčana pomoć savezni država republički i lokalan i vlada za podrška socijalan program . ,1,0
stav divljenje ili poštovanje . ,1,0
o spondejama ili koji jesam sačiniti od spondeja ,1,0
obznaniti nešto . ,1,0
postati čvrst . ,1,0
"Nezavistan , jesam spojiti ili sjediniti . ",1,0
dokument u koji se navesti mogućnost za koji glasač moći da glasati . ,1,0
"u matematika , suma konačan ili beskonačan sekvencija izraz ",1,0
operativan sistem koji jesam Bil Gejts razviti za personalan računar ,1,0
pomerati ili ljuljati napred-nazad . ,1,0
izvoditi na pozornica ili u pozorište . ,1,0
voden drozd ,1,0
akt koji se nešto činiti optimalan ,1,0
Čin konstruisanje nešto ( kao masšinskog delo ) . ,1,0
"prvi mleko dan dva posle teljenje ( jagnjenje , koženja ) ",1,0
povećanje u širina ,1,0
kratak poučan poentiran izreka ,1,0
elektronski uređaj koji pojačavati snaga signal koji kroz on prolaziti . ,1,0
učiniti da šta unazad krenuti ,1,0
"saopštenje o nečiji smrt , nekad uključivati i kratak biografija ",1,0
"obezbeđivati pristup , ulaz nećemu ",1,0
"naljutiti , posebno nevažan uzrok . ",1,0
konfiguracija mrežni topologija ,1,0
voljno primiti nešto dati ili ponuditi . ,1,0
Osećanje samopoštovanje i ličan vrednost . ,1,0
osoba koji jesam zadužiti za rukovođenje delom univerzitet - fakultet . ,1,0
prst na stopala ,1,0
o biološki nauka entomologiji ili koji se odnositi na biološki nauka entomologiju ,1,0
koktel napraviti od džin ili vodke i sok od limun ,1,0
granica ili ivica različit delovati telo koji se razlikovati po boja ili struktura . ,1,0
o apostrofa ili koji jesam karakteristika apostrofa ,1,0
Izvođač koji plesti . ,1,0
"velik ulazni dvorana ili prijemni sob , odnosno prostor ",1,0
odnos između anafora i njen antecedenta ,1,0
plavo-crne bobica sličan Američkoj borovnica ,1,0
familija Typhaceae ; Sparganiaceae ; Pandanaceae . ,1,0
abnormalan mali lobanja i nedovoljno razviti mozak ,1,0
bogomoljka ,1,0
Ići za neki ; pratiti neki . ,1,0
prozorski navlaka od horizontalan traka koji se preklapati kada se zatvoriti ,1,0
aktivnost pisanje ruka . ,1,0
"nauka o vulkan , lava , magma i sav ostalim geološki proces vezan za ovaj pojava . ",1,0
Oruga po koji se kretati tramvaj . ,1,0
"vodomer , pupavac , kljunorožac , modrulj , pčelarica . ",1,0
linija na glava koji se napraviti kad se kosa češljati u različit smer ,1,0
dvovalentan radikal CH2 koji se dobijati od metan ,1,0
"anksioznost kao rezultat stvaran ili izmišljen pretnja sopstven seksualoj funkcija , prvobitno primeniti samo na muškarac , ali se u princip odnositi i na žena . ",1,0
jedan od četiri rat koji jesam Rimska republika voditi protiv Antičke Makedonija ,1,0
Čin uklanjanje dlaka brijač . ,1,0
Služiti se nećim pod uslov ugovor . ,1,0
"Meteorološki uslov : temperatura , vetar , oblačnost i vlažnost . ",1,0
odnos srodstvo između ženski osoba i njen braća i sestra ,1,0
postati ukočiti ili krut . ,1,0
knjiga sa papirni korica ,1,0
"brojanje glas ( na primer , na izbor ) ",1,0
oslonac na koji moći da se staviti stvar ,1,0
pravljenje serija ritmički korak i kretnja u pratnja muzika . ,1,0
osoba koji profesionalno komponovati muzika ,1,0
formalan obraćanje publika obično dug i bombastičan govor ,1,0
isključivanje iz crkva ili iz religijski zajednica ,1,0
film kod koji jesam slika sinhronizovan s govor i pevanje . ,1,0
analitičan ili interpretativna književan kompozicija ,1,0
vod za protok dim ,1,0
termin koji se nekada označavati prosto proći vreme ,1,0
lider koji u politički partija kontrolisati glasanje i diktirati imenovanje ,1,0
Čin smeštanje nešto na odrediti mesto ili lokacija . ,1,0
privremen opskrba novac ( obično sa kamata ) . ,1,0
"bibliotečki katalog u oblik listić , kartica složen u poseban ormar ",1,0
aparat koji uklanjati vlaga ,1,0
pretvoriti se u žele ,1,0
dete koji pohađati škola . ,1,0
vakuumski cev kod koji zagrejati katoda emitovati zrak elektron koji prolaziti kroz anoda pod visok napon i koji se fokusirati pre nego što udariti fosfor presvučen ekran ,1,0
učtivo šta naručiti ; izrazit želja za šta ,1,0
Čin provođenje kontrolisan testo ili istraga . ,1,0
trgovina na malo gde se prodavati lek i drugi artikl ,1,0
silabički pisma koriščeno na Krit u @ord@ vek pre nov era ,1,0
Nešto što jesam manje od celina ljudski tvorevina . ,1,0
biti koji supstancija koji organizm prerađivati da biti dobiti energija i graditi telesni tkivo . ,1,0
kozji rog ,1,0
neizlečiv optimist iz Volterov satiričan roman Kandid ,1,0
"Gušter nalik zmija , nemati ni traga prednji ud , a od zadnji sam patrljak ; rep on jesam veoma dugačak i moći da se regenerisati . ",1,0
Čin koji se nešto činiti čistiti . ,1,0
trud pun napor za postizanje ciljati . ,1,0
širok ulica ,1,0
Čin priprema nešto ( kao hrana ) uz primena toplota . ,1,0
goveđi odrezak sa gornji delo pečenica ,1,0
"čin traženje i ubijanje , odnosno hvatanje životinja zarad hrana ili koža ",1,0
računarski memorija čiji se sadržaj brisati kada se isključiti struja ,1,0
alat koji pokretati motor . ,1,0
ZM ,1,0
Najjužnija tačka Zemljine osa . ,1,0
zona lišen materija ,1,0
neki ko kreirati odeća . ,1,0
grubo zrnast stena sastaviti od oštar fragment utisnut u glina ili pesak ,1,0
povratiti znanje iz memorija . ,1,0
oštar zašiljen instrument ( obično od čelik ) ,1,0
posebno solistično izvođenje muzika ili ples . ,1,0
"( krivičan prava ) pravnosnažan , osuđujući presuda u krivičan postupak sa dosuđen kazna ",1,0
ostati iza ,1,0
"karakteristika sistema čiji izlazni veličina ne zavisiti samo od ulazni veličina , već i od istorija sistema ; posebno , pojava pri koji namagnetisanost feromagnetni telo ne zavisiti samo od aktuelan vrednost magnetan polje , već i od prthodnih magnetan stanje ",1,0
telefonski centrala na koji se kola zatvarati pomoću prekidač ,1,0
prostorija opremljen mogućnost za pranje ruka i vršenje nužda ,1,0
jedan od zabavljačica koji izvoditi pokrenuti sa palica ,1,0
"obožavanje idol , slika koji jesam od bog ",1,0
Žestoka bitak koji se voditi prsa u prsa između trupa koji jesam na određenoj pozicija u zadat vreme i na zadat mesto . ,1,0
Ušati perajar južne hemisfera ; loviti se zbog skupocen krzno koji jesam poznati pod ime silskin . ,1,0
stanje redovan ili ispravan poredak . ,1,0
bukavac ,1,0
mesto gde jesam neki roditi . ,1,0
metla napraviti od grančica povezan na dugačak ručka ,1,0
dizati na treći stepen ,1,0
u srednjovekovan legenda nevesta kralj Kornvala koji se zaljubiti u kraljev nećaka Tristan pošto jesam greškom popiti ljubavan napitak i ostati večno zaljubiti ,1,0
od velik značaj ili važnost . ,1,0
kafa sa isto toliko vruć mleko . ,1,0
proces lingvistički promena u tok određenog vremenski perioda ,1,0
samur ,1,0
autokratija u koji vlada monarh koji nasleđivati vlast ,1,0
predgrađe koji se smatrati kulturan klasa ili subkultura ,1,0
telo građanin zaklet da donositi istinit presuda u sklad sa dokaz predstavljen na sud . ,1,0
biti podvrgnuti proces destilacija ,1,0
Mesec koji jesam između maj i jul . ,1,0
napraviti širok ,1,0
junak španski epski poema iz XII vek ,1,0
predviđanje i odgovaranje na primedba unapred ,1,0
"deo struktura osmisliti da pružati usluga kao što jesam grejanje , svetlo , odvod voda ili smeća ",1,0
smiriti se na jedan mesto . ,1,0
"poseban sekcija zakonski dokument , kakav jesam statut , ugovor ili testament . ",1,0
"karakteristika apsolutan vladar ili vladanje , koji imati putpunu vlast ",1,0
"Povećavati veličina prirodan proces ; o žvoj tvar , kao što jesam biljka i životinja . ",1,0
Društvena prilika u koji se vršiti ceremonija sklapanje brak . ,1,0
nastati ; kakav forma ili oblik preuzeti ,1,0
"energija libido trajno uložiti u neki ideja , lice ili predmet . ",1,0
pčelarica ,1,0
svet komercijalan aktivnost gde se razmenjivati dobra i usluga . ,1,0
glavat delfin ,1,0
mesnat tkivo koji okruživati usta ,1,0
biti koji komunikacija koji se kodirati poruka . ,1,0
"plod mašta ; osoba koji postojati samo u legenda , mit i priča . ",1,0
sistem versifikacija ,1,0
nalog koji se ovlašćivati policija da uhapsiti osumnjičen i izvesti ga pred sud ,1,0
koji se moći izračunati ili proceniti ,1,0
količnik dva ceo brojati ,1,0
"put , kanal ili duktus kroz koji nešto moći da prolaziti . ",1,0
uspešan udarac u atletski takmičenje ( posebno u bejzbol ) ,1,0
postati trudan ,1,0
Životni princip ili pokretački snaga unutar živ stvar . ,1,0
"prozvati ili izuzeti sudija kao nekompetentan ili zainteresovan , u crkven i građanski prava ",1,0
Afrička muva koji sisati krv i prenositi bolest spavanje . ,1,0
crvenkastosmeđ ; uglavnom o kosa ,1,0
most čiji deo moći da se podignuti ili spustiti da biti omogućiti ili blokirati prolaz brod . ,1,0
dovesti do zaključenje nešto . ,1,0
glasno izgovarati ili objaviti ,1,0
majmun iz star svet : ? guenon ; babun ; ? colobus monkey ; ? langur ; ? macaque ; mandril ; ? mangabey ; ? patas ; ? proboscis monkey ,1,0
( gramatika ) jedan od dva glavna rečenični konstituent o koji se nešto kazivati putem predikat ,1,0
naslov ili podnaslov članak u novina ,1,0
biti koji svojstvo koji se moći detektovati člom miris . ,1,0
Nešto u umetnički delo čiji jesam namera da postignuti odrediti efekt . ,1,0
mali haringa koji se obrađivati kao sardela . ,1,0
put koji jesam slobodan za svaki da se on kretati ,1,0
koji se odnositi na ljudski biće . ,1,0
elektronski oprema za beleženje i reprodukovanje zvuk ,1,0
propisan broj ,1,0
pileći krilce spremati sa roštiljskim sosem ,1,0
voljan da podariti ili podeliti . ,1,0
tužen strana i njen taj pravni zastupnik ,1,0
viski napraviti od raž ili raž i slad ,1,0
politički usmerenje onaj koji se zalagati za revolucionaran promena u vlada i društvo ,1,0
ubiti razapinjanje na krst ,1,0
suvo lagano crven vino vočnog ukus koji se piti nekoliko mesec pošto jesam napraviti ; iz francuski oblast Beaujolais ,1,0
( fonologija ) gubitak glas unutar reč ( kao u ` haj'mo ` za ` hajdemo ` ) ,1,0
Prostorna osobina nešto što imati dimenzija . ,1,0
Jupiterov epitet ,1,0
biti koji od brojni sisara sa kopito koji jesam površinski sličan iako ne morati da biti taksonomski povezati . ,1,0
"ostati na mesto , predviđati ili očekivati nešto . ",1,0
"organizovan pokušaj radnik da poboljšati sav status zajednički delovanje , naročito putem sindikat ( posebno lider ovaj pokret ) ",1,0
vlasnik mlekara ili onaj ko u ona raditi i voditi jesam . ,1,0
komad jagnjetina ,1,0
Ponašati se neprirodan i izafektiran . ,1,0
pribor napraviti od keramički materijal . ,1,0
razdvojiti se u deo ili fragment . ,1,0
lokomotorni organ koji jesam u vida meridionalnih traka koji se pružati duž čitav telo . na taj traka se nalaziti niz pločica koji nositi trepljati ( cilije ) i imati izgled češalj . Pločica nastajati stapanje treplja ćelija epidermisa . ,1,0
španski verzija burgua ,1,0
učiniti prljav obično posle izlaganje vazduh ,1,0
putovati železnica . ,1,0
glista ,1,0
imati uticaj na nešto . ,1,0
iznenadan velik pad u poslovanje ili cena akcija ( posebno onaj koji uzrokovati dodatan problem ) ,1,0
mineral u čiji jesam sastav metal u dovoljan količina da biti se eksploatisati . ,1,0
"dva šerpa , jedan unutar drugi ",1,0
ugovor potpisati između dva ili više strana ( država ) koji jesam se sporazumeti da nešto učiniti ( da preduzeti neki radnja ) ,1,0
"vrh ( na primer , flaša ) ",1,0
"Učita i nadgledati , kao u sport . ",1,0
zbirka odlomak iz književan delo ,1,0
biti stanar ; privremeno boraviti . ,1,0
napraviti zapis ; predstaviti u stalan oblik . ,1,0
sredina n broj koji se izračunavati kao n-ti koren njihov proizvod ,1,0
operacija koji pripremati sledeći karakter za štampanje ili prikazivati prvi karakter u redak ,1,0
""" slaviti vrlina svoj deca "" ",1,0
neki divljati ovca koji nastanjivati planinski predeo . ,1,0
redak pomivalentan metal iz grupa platinski element ; nastajati kao fisioni produkt raspadanje uran u nuklearni reaktor i pri nuklearni eksplozija ,1,0
"koji ushićivati čuti , uzbuđivati duh ili izazivati emocionalno divljenje . ",1,0
kozodoji ,1,0
izraziti čestitka ,1,0
pružiti potreban podstrek za šta ,1,0
"napraviti strateški , agresivan napad na neprijatelj , protivnik ili meta ",1,0
četvoroivični stub prisloniti uz sam zid ,1,0
vid glagol koji se izražavati trajan radnja ,1,0
ukloniti voda iz šta ,1,0
medicinski postupak koji uključivati zasecanje upotreba instrument ; obavljati se da biti se popraviti oštećenje ili zaustaviti bolest živ organizam . ,1,0
dan kada jesam redviđeno da se postiti ,1,0
istraživanje verski ili magijski obred i ceremonija ,1,0
naslov odeljak u tekst ,1,0
Čin vlada ili nadnacionalni organizacija . ,1,0
list biti kavog pisan ili štampan materijal ,1,0
Naučno analizirati . ,1,0
u bilogiji agent koji dovoditi do aktivacije ; molekul koji povećavati aktivnost enzim ili protein koji povećavati proizvodnja genski proizvod u DNK transkripcija ,1,0
Dan računati od ponoć do ponoć . ,1,0
jedan od osoba koji činiti socijalan grupa ( posebno osoba koji jesam pristupiti neki organizacija ) . ,1,0
rasa čiji se pigmentacija koža razlikovati od beo rasa ( posebno crnac ) . ,1,0
koji jesam određen geografija ,1,0
"Događaj , ili tok događaj , koji hteti se neizostavno desiti u budućnost . ",1,0
geometrijski element koji imati položaj ali ne i dimenzija . ,1,0
veran potpora religija ili stvar ili politički stranka ,1,0
par šina po koji se kretati voz ,1,0
zaposliti koji obavljati fizički posati ili raditi u fabrika ,1,0
Životinja koji proizvoditi ženski polni ćelija koji moći da oploditi muški polni ćelija . ,1,0
kada imati gramatički slaganje ,1,0
oblik veoma tanak zlatan folija . ,1,0
"izlaziti , o nebeski telo . ",1,0
naprava smisliti da sprečiti povreda . ,1,0
uzdizanje osoba do status bog . ,1,0
"organ i tkivo koji jesam uključiti u proizvodnja i sazrevanje polni ćelija i u njihov spajanje , a zatim i u razvoj podmladak . ",1,0
Mladunče zec ,1,0
elektroda u tranzistor preko koji primaran tok nosač napusta područje između elektroda ,1,0
kliziti u strana . ,1,0
Aktivanost koji jesam usmeriti ka taj da se nešto uraditi . ,1,0
bibliotekar koji klasifikovati publikacija prema neki sistema za katalogizacija . ,1,0
izazvati rast cena uvećanje novčan masa ili kredit . ,1,0
"glagol ( poput "" biti "" ili "" postati "" ) koji povezivati subjekt s rečenični dopuna ",1,0
Bizamko goveče ,1,0
pružiti moralan ili emocionalan snaga ,1,0
Započeti ili voditi rat . ,0,1
čin sudaranje s nešto ,1,0
"namet na građanin , njihov vlasništvo ili aktivnost u cilj potpomaganje vlast . ",1,0
"koji prema uputstvo i praksa trenirati , naročito da biti ga samokontrola podučiti ",1,0
učiniti toplim ili vreo ,1,0
teorija o struktura atom ,1,0
pokretan zglob koji dozvoljavati samo klizajuće pokret . ,1,0
zlatnica ,1,0
pojava pri koji se talas svetlost ili drugi zračenje ograničavati u smer vibracija . ,1,0
savremen dijagnostički slikovan metoda . osnovni prednost metoda jesam velik mogućnost razlikovanje različit tkivo organizam čovek i njihov prikazati u različit ton siv skala . ,1,0
pribor koji imati dlaka ili čekinja čvrsto usaditi u ručak . ,1,0
list papir sa više kolona ; koristiti se u računovodstvo za prikupljanje podatak o finansijski stanje ,1,0
Očistiti pomoću ritual ; politički čišćenje zvaničnik prethodan režim . ,1,0
"podela reč , posebno na kraj redak ",1,0
Obična osoba koji prihvatati vođstvo neki drugi osoba . ,1,0
dijalekt srednjeengleskog ,1,0
mnogouganik kod koji jesam sav ugao jednak ,1,0
odbijanje da prepoznati neki koji znati ,1,0
pir od kuvan jabuka često zasladiti i začiniti ,1,0
javan tužilac za jedan oblast . ,1,0
dati injekcija . ,1,0
komercijalan delatnost kupovina i uvoz roba iz koji inostran zemlja ,1,0
peščan sprud ,1,0
Čin koji se činiti neki dobro delo . ,1,0
izdavanje ovlašćenje ( posebno od centralni regionalan vlada ) ,1,0
pustiti nešto u pokret ,1,0
čokolada visok kvalitet koji sadržati najmanje @card@ procent kakao-putera ,1,0
onaj koji posedovati moralan kvalitet ; ,1,0
onaj što se nasleđivati ; sveukupnost prava i obaveza koji sa preminuli prelaziti na naslednik ,1,0
milijarditi deo sekunda ; hiljaditi deo mikrosekunda ,1,0
iskazati se : insistirati da se sopstven mišljenje i prava poštovati ,1,0
"smear with blood , as In a hunting initiation rit , where the faca of a person is smeared with the blood of the kill ",1,0
fotografija ili drugi vizuenli materijal u štampan publikacija . ,1,0
rastojanj između centar i svak atčke na kružnica ili sfera ,1,0
pripadnik policijski snaga . ,1,0
nov podatak o poseban i trenutan događaj . ,1,0
"Najlepši glodar ; jesti orah , žir , voće , pupoljka , a najviše voliti lešnik . ",1,0
odnositi se na glagol koji izražavati stanje ( ' biti ' ili ' posedovati ' ) ,1,0
"onaj što jesam u saglasnost s norma ili što činiti norma ( standard , socijalan norma , ird ) . ",1,0
koliko jesam nešto na raspolaganje . ,1,0
zver sa zašiljen njuška i uši i čupav repa ; većina jesam grabežljivac koji en loviti u čopru . ,1,0
obojiti tvrd kuvan jaje koji se spremati za Uskrs . ,1,0
proizvesti zvuk duvanje ili na sličan način . ,1,0
sazvati ,1,0
pričati koji govoriti o ljubav ,1,0
"ravnati , asfaltirati staza sa koji avion poletati sa zemlja i na koji sletati ",1,0
odnos nalegnuti stranica i hipotenuza u pravougli trougao ,1,0
aritmetički operacija koji se obavljati na broj u pokretan zarez ,1,0
filamentozne ili štapičaste bakterija ,1,0
kuhinjski pribor za okretanje sa uzak pokretan oštrica . ,1,0
period od sedam uzastopan dan koji počinjati u nedelja ,1,0
"Uobičajeno ime za osoba , obično skraćen verzija njegov ličan ime . ",1,0
"zadobiti kakav prednost , kao što jesam bod itd . ",1,0
praviti najčešće odevni premetnuti pomoću dva igla i vuna . ,1,0
album za autogram ,1,0
jedan od tri rat koji jesam voditi između Kartagina i Rimske republika što jesam dovesti da uništenje Kartagina i njen pripajanje Rim ,1,0
( računarstvo ) upotreba mikroračunara sa grafički mogućnost za proizvodnja štampan materijal ,1,0
Mašin koji štampati . ,1,0
vatren oružje koji se puniti kroz cev ,1,0
objašnjenje ili kritički tumačenje ( naročito Biblija ) ,1,0
mleko iz mlekara proveren od strana mlečan medicinski komisija ,1,0
politika usvojen platforma koji politički partija ,1,0
"o Biblija , koji se ticati Biblija , koji jesam sadržati u Biblji , ili koji jesam u sklad sa Biblija ",1,0
ukuvati zgnječiti voće . ,1,0
Završno stanje . ,1,0
koktel koji se praviti od vodke i sok od pomorandža ,1,0
komad svinjetina ,1,0
biti koji politički teorija kojapočiva na nemerenim i beskompromisan ​​stavovima ,1,0
"u klasičan mitologija bog vino , pandan on jesam Dionis ",1,0
put koji voditi do privatan kuća ,1,0
med razblažiti u voditi ; postajati medovina kada se fermentiše ,1,0
sudski nalog ( koji jesam uobičajen ) koji se nalagati službenik da sprovesti izvršan akt koji zakon prepoznavati kao apsolutan dužnost a ne kao stvar slobodan odlučivanje službenik : koristiti se samo u slučaj kada jesam sav pravni lek iscrpiti ( kada nijedan upotrebiti pravni lek ne uspeti ) ,1,0
ulaziti negde . ,1,0
izmisliti detektiv iy roman A . k . Dojl ,1,0
drven duvački instrument koji imati jedan jezičak od trska . ,1,0
"recirpočni odnos izmđu nezavisan entitet - predmet , osoba ili grupa ",1,0
Čin nošenje . ,1,0
Stvaralačko ili kreativan pisanje . ,1,0
rad koji se nešto nanositi ,1,0
pričvršćivač koji pružati čvrsto i savršeno zatvaranje ,1,0
vrlo jak uzica . ,1,0
koren algebarski jednačina sa racionalan koeficijent ,1,0
"usmeriti od jedan odrednica ka drugi , na primer u katalog , knjiga i lista ",1,0
prizvati šta ,1,0
deo neki struktura koji imati neki specifičan karakteristika ili funkcija . ,1,0
jedan od tip imenički modifikator koji određivati referencija imenički sintagma ,1,0
"učiniti velik u količina , broj ili snaga ",1,0
mlin koji mleti pržiti zrno kafa . ,1,0
merač koji mera strujanje strujiti u amper ,1,0
nesamopouzdanost u veza sa sopstven promovisanje ,1,0
o aeronautika ili koji se ticati aeronautika ,1,0
stanje zadovoljstvo jer nem bolest . ,1,0
ukloniti neki sa položaj ili iz služba ,1,0
osoba koji zastupati neki stvar ili predlagati neki ideja . ,1,0
Čamac koji pokretati motor sa unutrašnji sagorevanje . ,1,0
stanje jak bes u koji lice pomodriti ,1,0
"Poluotrvo na jugositoku Azija na koji u deo Malezija , Tajland i Mijanmar . ",1,0
onaj koji jesam u stanje san ,1,0
i u metaforički značenje ,1,0
poslovan prostor na koji se obavljati profesionalan i činovnički dužnost . ,1,0
"mali crv koji inficirati čovekov crevo i rektum , posebno kod deca . ",1,0
umetnik koji se pridržavati klasicizam . ,1,0
neutralan alfabetski karakter ( nekada jesam biti u donji delo slovoslagačevog sanduk sa slovo ) ,1,0
"medalja od zlato , ili koji izgledati kao da jesam od zlato , koji se obično davati neki ko jesam prvi na neki takmičenje . ",1,0
Tražiti radi zaposlenje . ,1,0
farma na koji se proizvoditi mlečan proizvod ,1,0
particip koji se izražavati trenutan radnja ; u engleski se dobijati dodavanje nastavak -ing ,1,0
smanjiti ton muzički nota . ,1,0
staviti pečat na nešto ,1,0
raketa koji imati sistem navođenje koji jesam usmeravati prema cilj koji emitovati infracrven zračenje ( kao mlazni motor ) ,1,0
član bivši politički partija u sjedinjen Državama koji jesam zagovarati jak centralizovan federalni vlada ,1,0
povratan informacija u saglasnost sa ulaz ( koji ga povećavati ) ,1,0
dnevni događaj zalazak sunce za horizont . ,1,0
"obaviti na površan način , kao na prvi proba ",1,0
neki ko pozajmljivati novac ili davati kredit u poslovan stvar ,1,0
grana elektronika koji se baviti minijaturizacijom komponenta ,1,0
muntjak ,1,0
biti koji krivica zbog koji se moći podneti tužba za naknada šteta ,1,0
Surlaš sa pet nožni prst . ,1,0
predmet koji se istresati prašina iz tepih . ,1,0
crveno ljutkast bobičast voće ,1,0
Čin klimanje glava . ,1,0
ishod šta urediti putem prevara ,1,0
"Takmičiti se u trka , kao u atletika ",1,0
izučavanje poetski delo ,1,0
kurzivni forma egipatski hijeroglif koji jesam koristiti pre sav sveštenstvo ,1,0
"živin punjen , kuvan i prekriven aspik ; servirati se hladno ",1,0
roba koji se sastojati od računarski program koji se nuditi na prodaja ,1,0
čin ili proces kompresija . ,1,0
karakter koji služiti da označiti unakrstan referenca ili fusnota ,1,0
predstava u um u oblik ideja ili slika ,1,0
"model prema koji jesam sav tektonski pokret kontrolisan kretanje litosfernih ploča , odnosno njihov razmicanje , podvlačenje jedan pod drugi , sudaranjam i mimoilaženje . ",1,0
nacrt ili sinopsis komad ( ili drugi kxiževnog delo ) ,1,0
kleka ,1,0
"lek koji kontrolisati ili ubijati neoplastične ćelija , koristiti se u hemoterapija za ubijanje kancerogen ćelija , sav imati nepoželjan nus-efekteat may include nausea and vomiting and hair loss and suppression of bon marrow function ",1,0
neki ko imati više supružnik istovremeno ,1,0
flagelate sa nekoliko bič ,1,0
Proći kroz razvoj ili evolucija . ,1,0
u neki klasifikacija se razvrstavati kao razdeo carstvo Protista ; heterotrofan ili saprofitne flagelate ,1,0
sisar sa istaknut kljova ( kod vepar ili slon ) . ,1,0
sav naslediti svojstvo ,1,0
neki od jednoćelijski organizam iz carstvo protista . ,1,0
isturen deo kapa zahvaljujući koji jesam oči u senka ,1,0
Osećanje velik sreća . ,1,0
poprimiti drugayiji oblik ili forma . ,1,0
označavati da jesam subjekt rečenica ' primalac ' ili ' cilj ' radnja označen glagol ,1,0
"koji karakeriše ili koji pokazivati odbijanje , poricanje ili suprotstavljanje ; koji nemati pozitivan svojstvo . ",1,0
arbun ,1,0
šupljina u lobanja u koji jesam smestiti očni jabučica ,1,0
koji sadržati aforizam ili maksima ,1,0
sloj mijelina koji omotavati živčan tkivo ,1,0
osoba ( obično žena ) za koji se smtra da imati poseban moć koji poticati od đavo ,1,0
amblem kompanija ,1,0
izvršiti matematički i logički operacija ( na podatak ) prema programiran naredba kako biti se dobiti potreban informacija ,1,0
"burbon , šećer i menta preko mrvljenog led ",1,0
medijum koji širiti pokretan slika . ,1,0
torba u koji se nositi novac i sitan ličan stvar i pribor ( posebno žena ) . ,1,0
neki ko upravljati vladin agencija ili odeljenje ,1,0
mesnat deo ljudski telo na koji se sediti . ,1,0
kakav ritam opetovanim udarac proizvoditi ,1,0
potpora ili temelj ,1,0
pozitivan ili negativan kvalitet nešto što ga činiti poželjan ili vredan . ,1,0
čin posredovanje ,1,0
marina eellike mostly bottom-dwelling fishes of northern seas ,1,0
unutar molekul ; dešavati se usled reakcija između različit delovati isti molekul ,1,0
"prijatan za oči ili duša , posebno jer jesam lep ili šarmantan . ",1,0
"asocijacija organizovati da podsticati umetnost , nauka ili obrazovanje . ",1,0
lekar koji jesam obučn za dijagnostikovanje i lečenje alergija . ,1,0
aktivnost koji se neki ubeđivati da kupiti . ,1,0
pojas za vezivanje ili kopčanje oko telo ( obično u struka ) ,1,0
čin iznalaženje nov reč ili fraza ,1,0
metrički stopa sa dva uyastopna naglašen sloga ,1,0
proces u koji jedan supstanca natapati drugi ,1,0
poenta šala ili duhovit priča ,1,0
